database	cell_type	n_markers	n_markers_in_uf	n_markers_affected	frac_affected	affected_markers
CellMarker2	Mucosa-associated invariant T (MAIT) cell	22	20	20	1.0	CCR6;CD28;CD40LG;CD69;COLQ;DPP4;GZMK;IL17RA;IL23R;IL7R;ITGAE;KIT;KLRB1;ME1;NCR3;RORC;SLC4A10;TLE1;TMIGD2;ZBTB16
CellMarker2	T helper 17(Th17) cell	20	20	20	1.0	ANKRD28;CCR4;CCR6;CD4;CXCR3;CXCR5;CXCR6;FOXP3;GPR65;IL17A;IL17RA;IL22;IL23R;IL6;KLRB1;PTPRC;RORA;RORC;SLAMF6;STAT3
CellMarker2	T helper1 (Th1) cell	20	20	20	1.0	CCR1;CCR5;CCR6;CD4;CXCR3;CXCR6;DPP4;HAVCR2;IFNGR1;IL12RB1;IL18;IL18R1;IL2;IL27;KLRD1;STAT1;STAT4;TBX21;TNF;TNFSF11
PanglaoDB	Foveolar cells	21	20	20	1.0	AKR1B10;ANXA10;CLDN18;CLPS;FOXQ1;GKN1;GKN2;GSTA1;IL33;KRT20;LGALS2;LGALS4;MUC5AC;PGC;PLA2G1B;PSCA;PTGR1;SULT1C2;TFF1;TFF2
PanglaoDB	Pluripotent stem cells	20	20	20	1.0	ALPL;ESRP1;FGF4;GATA2;HK2;MSH2;NANOG;NAP1L1;NCOA5;POU5F1;PRDM14;PRMT8;SOX2;SPN;TERF1;TERT;TEX19;TRIM32;ZFX;ZNF296
PanglaoDB	Taste receptor cells	20	20	20	1.0	CA4;CCK;GNAT3;GRM4;KCNH2;KCNQ1;MCOLN3;NR3C1;P2RX7;PKD2L1;PROX1;SV2B;SYP;TAS1R1;TAS1R2;TAS1R3;TAS2R20;TAS2R4;TRPM5;TRPM8
CellMarker2	8-cell stage cell (Blastomere)	19	19	19	1.0	C19orf53;DHX9;DIABLO;EIF1AD;EIF4G1;FAM32A;GTPBP4;HDAC2;ISY1;KDM5B;LBHD1;MED31;SERTAD1;SNU13;SUPT4H1;TBC1D13;YRDC;ZNF280A;ZNRD2
CellMarker2	Follicular helper (Tfh) T cell	19	19	19	1.0	BATF;BCL6;CD4;CD40LG;CD84;CXCL13;CXCR3;CXCR5;ICOS;IL22;IL6;IL6R;IRF4;MAF;MME;PDCD1;SLAMF1;STAT3;TNFSF4
CellMarker2	Luminal cell	19	19	19	1.0	AR;CYP2J2;EPCAM;ERBB2;ERBB3;FABP4;FGFR3;FOXA1;GATA3;GPX2;KRT18;KRT19;KRT20;KRT7;KRT8;PPARG;UPK1A;UPK2;XBP1
CellMarker2	Melanocyte	19	19	19	1.0	AHNAK2;ALCAM;APOD;ATP1B1;BNC2;CRABP1;DCT;DKK3;FILIP1L;KIT;MITF;MLANA;MMP12;PHLDA1;PMEL;PTGDS;SOX10;TYR;TYRP1
CellMarker2	Neural crest cell	19	19	19	1.0	ASCL1;B3GAT1;BMP4;BMP7;CHD7;CSPG4;FOXC1;FOXD3;HOXB2;HOXC9;MSX1;NGFR;NOTCH1;NOTCH2;PAX3;SOX10;SOX3;SOX9;TFAP2B
CellMarker2	Pancreatic polypeptide cell	19	19	19	1.0	AQP3;ARX;CARTPT;CHN2;EGR3;ENTPD2;ETV1;FOLR1;LMO3;MEIS1;MEIS2;PAX6;PPA1;PTGFR;SERTM1;SLITRK6;SPP1;THSD7A;ZNF506
CellMarker2	Schwann cell	19	19	19	1.0	CD9;CDH19;CRYAB;DCN;GAP43;GFAP;GLDN;LGI4;LUM;MPZ;NCAM1;NES;NGFR;PLP1;PMP22;S100A1;S100B;SCN7A;SOX10
CellMarker2	Cardiac progenitor cell	18	18	18	1.0	ABCG2;ALCAM;CASP3;CASR;CD34;ETV2;FUT4;GATA4;ITGB1;KDR;KIT;KITLG;NKX2-5;SIRPA;SLC8A1;TBX18;VCAM1;WT1
CellMarker2	Club cell (Clara cell)	18	18	18	1.0	BPIFB1;CP;EPCAM;GABRP;HP;KRT15;KRT19;KRT78;LYPD2;MSMB;MUC4;MUC5B;SCGB1A1;SCGB3A1;SCGB3A2;SLPI;TFF3;WFDC2
CellMarker2	Conventional dendritic cell 2a(cDC2a)	18	18	18	1.0	AREG;CCR6;CD1A;CD1E;CD207;CD59;CDH17;CEACAM3;CLEC11A;CST7;FCER1A;GNGT2;IL22RA2;NDRG2;PARM1;SMAGP;SUSD3;TNNI2
CellMarker2	Cytotoxic cell	18	18	18	1.0	APBA2;APOL3;CTSW;DUSP2;GNLY;GZMA;GZMB;GZMH;KLRB1;KLRD1;KLRF1;KLRK1;NKG7;PRF1;RORA;RUNX3;SIGIRR;ZBTB16
CellMarker2	Effector memory CD8+ T cell	18	18	18	1.0	CCL4;CCL5;CD3E;CD4;CD44;CD52;CD8A;CD8B;CX3CR1;CXCR3;CXCR4;FCGR3A;FGFBP2;GZMK;IFNG;IL7R;ITGA1;KLRC3
CellMarker2	Goblet progenitor cell	18	18	18	1.0	ARL14;ATP6V1H;C16orf87;CHKB;CHST5;ELAPOR1;FOXA3;GALNT5;GPRIN2;ICA1;NFX1;PURA;REG4;SLC39A7;SPINK4;TSPAN15;WFDC2;ZG16B
CellMarker2	Keratinocyte	18	18	18	1.0	ATP1B1;CD34;CD44;DEFB1;FASN;GJB2;HOXB2;KRT1;KRT10;KRT14;KRT15;KRT19;KRT2;KRT5;KRT7;SPRR2A;TFRC;UBE2C
CellMarker2	Osteocyte	19	18	18	1.0	ALPL;ALPP;BGLAP;BMP2;CD44;COL1A1;DMP1;FGF23;GJA1;IBSP;MEPE;MMP9;PHEX;RUNX2;SOST;SP7;SPARC;SPP1
CellMarker2	Retinal pigment epithelial cell	18	18	18	1.0	BEST1;CRABP1;CRYAB;CST3;ENPP2;HNRNPH1;PLTP;PMEL;RBP1;RGR;RLBP1;RPE65;SERPINF1;TIMP3;TTR;TYR;TYRP1;VEGFA
CellMarker2	Vascular endothelial cell	19	18	18	1.0	ACKR1;CD34;CDH5;DLL4;EFNB2;EPHB4;FLT1;GPIHBP1;HEY1;ICAM1;ITGA2;ITGA3;ITGA4;KDR;PECAM1;PLVAP;VEGFC;VWF
PanglaoDB	Cardiac stem and precursor cells	18	18	18	1.0	ABCG2;ADGRL2;ANKRD1;BMP4;ETV2;FUT4;GATA4;ISL1;KIT;KITLG;MESP1;MYH6;NKX2-5;TBX18;TBX3;TBX4;WNT5A;WT1
CellMarker2	Adipocyte	17	17	17	1.0	ADIPOQ;APOD;APOE;CFD;COL1A1;DLK1;FABP4;FASN;GPAM;LEP;LIPE;PDGFRB;PLIN1;PNPLA2;RBP4;SCARA5;SCD
CellMarker2	Conventional dendritic cell 1(cDC1)	17	17	17	1.0	BTLA;C1orf54;CADM1;CD1C;CD33;CD4;CD59;CLEC10A;CLEC9A;H4C3;IRF8;ITGAE;PTTG1;RAB32;THBD;WDFY4;XCR1
CellMarker2	Cytotoxic CD8+ T cell	18	17	17	1.0	B3GAT1;CCL5;CD8A;FASLG;FGFBP2;GNLY;GZMA;GZMB;GZMH;GZMK;KLRG1;LAMP1;NKG7;PRF1;SLAMF7;TNF;TNFSF10
CellMarker2	Effector T cell	17	17	17	1.0	BTLA;CD27;CD4;CD69;CD8A;HAVCR2;ICOS;IL2RA;IL2RB;KLRG1;LAG3;PDCD1;SELL;TBX21;TNFRSF4;TNFRSF8;TNFRSF9
CellMarker2	Endothelial stem cell	17	17	17	1.0	CD14;CD34;CSF3R;ICAM1;ICAM2;ITGA5;ITGA6;ITGB1;KIT;MCAM;PECAM1;PTPRC;SELL;SELP;TNFRSF1A;TNFRSF1B;VCAM1
CellMarker2	Marginal zone B cell	17	17	17	1.0	CD180;CD19;CD27;CD79A;CD79B;CD81;CD9;CR2;EBF1;FCRL4;ITGAE;MS4A1;NOTCH2;PAX5;PTPRC;TNFRSF13B;TNFRSF13C
CellMarker2	Normal cell	18	17	17	1.0	BAP1;CDKN2A;CDKN2B;COL4A1;COL4A2;FLCN;FLG;FLG2;HRNR;IRF5;LAMA5;LAMB1;LAMB2;LAMC1;RXFP1;TNPO3;VHL
CellMarker2	Pit cell	17	17	17	1.0	ADAMTS6;BLOC1S3;DCUN1D3;FAHD2B;GALNT7;GKN1;GKN2;GREM2;MBD1;MUC5AC;NTN1;RBL1;RSPO2;SALL4;TFF1;TMEM135;ZNF747
CellMarker2	Primordial germ cell	18	17	17	1.0	ALPL;CD38;DDX4;DPPA3;FUT4;IFITM1;IFITM2;IFITM3;NANOS2;PRDM1;PRDM14;PUM2;SLC2A3;SMAD1;SMAD4;SMAD5;SOX2
CellMarker2	Sensory neuron	17	17	17	1.0	DCX;FGF3;GAL;GFRA2;ISL1;NEFM;NRG1;NTRK2;P2RX3;PHOX2B;PIEZO2;POU4F1;PRPH;PTPRT;SCN9A;SSTR2;TAC1
PanglaoDB	Enteric glia cells	17	17	17	1.0	ALDH1A1;ALDH1A3;CXCL14;DHRS3;DKK3;FOXD3;GFAP;GFRA3;INTS6;L1CAM;LGI4;MPZ;NOS2;RGS16;S100B;SLC18A2;SOX10
PanglaoDB	Hepatoblasts	17	17	17	1.0	AFP;ALB;CDH1;CEBPA;DLK1;FOXM1;GGT1;HHEX;HNF1B;HNF4A;KRT14;KRT18;KRT8;MAP2K4;MET;PROX1;SMAD5
PanglaoDB	Meningeal cells	18	17	17	1.0	ALDH1A2;ALX4;BMP7;DCN;FOXC1;FOXC2;IGF2;IGFBP2;IL33;LUM;NNAT;PDGFRA;PTGDS;SLC47A1;VTN;ZIC1;ZIC3
CellMarker2	Cholangiocyte	16	16	16	1.0	ACE2;CD14;CD3D;CFTR;ELF3;EPCAM;FXYD2;GGT1;HNF1B;KRT19;KRT7;LCN2;SCTR;SLC4A2;SOX9;SPP1
CellMarker2	Conventional dendritic cell	16	16	16	1.0	CCR7;CD14;CD207;CD33;CD40;CLEC7A;CLEC9A;FLT3;ID2;LY75;MRC1;PDCD1LG2;THBD;TLR2;TLR4;TLR9
CellMarker2	Conventional dendritic cell 2(cDC2)	16	16	16	1.0	CD1B;CD1C;CD1E;CD4;CLEC10A;CXCR4;FCER1A;HLA-DQA1;HLA-DQB1;IRF4;ITGAE;ITGAM;ITGAX;PPA1;SLCO5A1;SOCS2
CellMarker2	Conventional dendritic cell 2b(cDC2b)	16	16	16	1.0	ANXA2;CCR2;CD14;CD163;CD300E;F13A1;FCER1G;FCN1;IL1B;LGALS3;LYZ;S100A9;SERPINA1;TSPO;VCAN;ZEB2
CellMarker2	Leukemic stem cell	16	16	16	1.0	ADGRG1;BST1;CD244;CD33;CD34;CD47;CD7;CD96;COLEC10;CSF3R;HAVCR2;IL1RAP;IL2RA;IL3RA;KIT;PROM1
CellMarker2	Mesangial cell	16	16	16	1.0	ACTA2;ALCAM;CCL2;CCN2;CD34;FHL2;FN1;GATA3;GNAS;MYL9;NDUFA4L2;PDGFRB;REN;TAGLN;TFPI;TINAGL1
CellMarker2	Monocyte derived dendritic cell	16	16	16	1.0	CD14;CD1C;CD1E;CD209;CD33;CEACAM8;CLEC10A;CST3;FCER1A;FCGR3A;FUT4;IL3RA;MRC1;S100A8;S100A9;SIRPA
CellMarker2	Monocyte-derived dendritic cell	16	16	16	1.0	CD14;CD163;CD1C;CD209;CD226;CLEC10A;FCER1A;FCGR1A;FCGR2B;FCGR3A;MRC1;S100A8;S100A9;SIRPA;STAB1;VCAN
CellMarker2	Monocyte-derived macrophage	16	16	16	1.0	APOE;CCL2;CCL3;CCR2;CD14;CD163;CD63;CD68;CD69;CSF1R;CXCL8;FCGR1A;ITGA4;LGMN;LYZ;MARCO
CellMarker2	Oviduct-derived stem cell	16	16	16	1.0	ABCG2;ALCAM;CD34;CD44;ICAM1;ITGB1;KIT;MCAM;NT5E;PECAM1;POU5F1;PROM1;PTPRC;SOX2;THY1;VCAM1
CellMarker2	Plasmablast	23	16	16	1.0	CD19;CD24;CD27;CD38;CD9;GAPDH;HSP90B1;IRF4;JCHAIN;MKI67;MME;MZB1;PRDM1;TNFRSF17;TUBA1B;XBP1
CellMarker2	Proximal tubular cell	16	16	16	1.0	ABCC4;ALDOB;CUBN;DCXR;EPCAM;GATM;ITK;KRT18;LRP2;MMRN1;PDZK1IP1;SLC13A1;SLC22A5;SLC22A8;SLC5A12;SLC9A3
PanglaoDB	Crypt cells	16	16	16	1.0	ASCL2;AXIN2;BMI1;EPHB2;HOPX;KCNE3;KCNQ1;LGR5;LRIG1;MSI1;OLFM4;PROM1;SLC12A2;SMOC2;TERT;TNFRSF19
PanglaoDB	Endothelial cells (blood brain barrier)	16	16	16	1.0	ABCG2;ALCAM;FOXF2;FOXL2;FOXQ1;GFAP;GPR37L1;LEF1;PPARD;SLC13A4;SLC19A1;SLC23A2;SLC38A3;TNFRSF19;TNFRSF21;ZIC3
PanglaoDB	Epiblast cells	17	16	16	1.0	BCL11A;CDH1;CLDN6;CLDN7;CRMP1;CXCL12;DPYSL5;EPCAM;ERAS;INA;LEF1;MFAP2;NANOG;POU5F1;SLC35D3;SOX11
PanglaoDB	Granulosa cells	16	16	16	1.0	ADAMTS1;AMH;BOK;CYP19A1;FHL1;FOXL2;FSHR;GAPDH;HJURP;HSD17B1;HSD3B1;HTRA1;INHA;LOX;MCAM;TNNI3
PanglaoDB	Merkel cells	16	16	16	1.0	ATOH1;CD99;CHGA;FLI1;GFI1;GNAI1;ID2;KRT18;KRT20;KRT8;PIEZO2;POU4F3;SOX2;TRPV4;TTF1;VIL1
PanglaoDB	Peri-islet Schwann cells	16	16	16	1.0	EGFL8;FIGN;GFRA1;GFRA2;GFRA3;GULP1;INSC;LRRTM1;MPZ;NGFR;OLFML2A;PNLIPRP1;SEMA3B;SLITRK2;SLITRK6;VGLL3
CellMarker2	Alveolar macrophage	15	15	15	1.0	ALOX5AP;APOC1;APOE;C1QA;C1QB;CD68;FABP4;FBP1;GPNMB;INHBA;LYZ;MARCO;MCEMP1;MSR1;SIGLEC1
CellMarker2	CD16+ monocyte	15	15	15	1.0	CCR2;CD14;CD36;CD4;CD9;CX3CR1;FCGR3A;HES4;ITGB3;LYN;LYZ;MS4A7;MTSS1;NR4A1;TCF7L2
CellMarker2	Conventional dendritic cell(cDC)	15	15	15	1.0	CCL19;CCL22;CCR7;CD1C;CD1E;CLEC10A;CLEC9A;EBI3;FCER1A;HLA-DPB1;HLA-DQA1;LAMP3;SLC38A1;THBD;XCR1
CellMarker2	Effector CD4+ T cell	15	15	15	1.0	CD3D;CD3E;CD4;CD8A;COTL1;GNLY;GZMA;GZMB;GZMK;IFNG;KLRB1;LDHB;PRDM1;PRF1;SELL
CellMarker2	Idiopathic pulmonary fibrosis cell	15	15	15	1.0	AKT2;COL1A1;IL10;KRT14;KRT5;LTBP4;MUC5AC;MUC5B;NGFR;PDPN;PLA2G4C;SCGB1A1;SLC26A8;SPDEF;TP63
CellMarker2	Mesenchymal progenitor cell	15	15	15	1.0	ALCAM;CD44;CD9;COL1A2;CSPG4;EPCAM;ICAM1;ITGB1;LHX3;LY6H;MCAM;NT5E;PDGFRB;THY1;VIM
CellMarker2	Myeloid derived suppressor cell (MDSC)	15	15	15	1.0	CD14;CD33;CD34;CD68;FCGR3A;FCN1;FOXP3;FUT4;LTF;S100A12;S100A6;S100A8;S100A9;SPARC;VCAN
CellMarker2	Oligodendrocyte precursor cell	15	15	15	1.0	APOD;COL20A1;CSPG4;DSCAM;LHFPL3;MEGF11;OLIG1;OLIG2;PCDH15;PDGFRA;PMP2;PRRX1;SOX10;SOX6;VCAN
CellMarker2	Podocyte	15	15	15	1.0	CCN2;MAFB;NPHS1;NPHS2;OLFM3;PALS1;PCOLCE2;PODXL;PTPRO;ROBO2;TCF21;THSD7A;TPPP3;VEGFA;WT1
CellMarker2	Pre-dendritic cell(pre-DC)	15	15	15	1.0	APP;AXL;CD2;CD5;IL3RA;LGMN;LILRA4;LILRB4;LTB;PPP1R14A;SELL;SIGLEC6;SPIB;TCF4;UPK3A
CellMarker2	Vascular cell	15	15	15	1.0	ACVRL1;ADAMTS9;ADGRL4;BMPR2;CCL21;CD34;CDH5;ERG;FLT1;IL6;PDGFRB;PECAM1;RGS5;TM4SF1;VWF
PanglaoDB	GABAergic neurons	15	15	15	1.0	DLX1;GABBR2;GAD1;GAD2;GADD45B;MYBPC1;PARM1;PAX2;PVALB;SEMA3C;SLC32A1;SLC6A1;SST;TNFAIP8L3;VIP
PanglaoDB	Myeloid-derived suppressor cells	15	15	15	1.0	ADGRE1;CCR2;CD1D;CD33;CD80;CEACAM8;CXCR1;FCGR3A;FUT4;ICAM1;IL4R;ITGAM;S100A4;S100A8;S100A9
PanglaoDB	Pancreatic progenitor cells	15	15	15	1.0	ARX;CTNNB1;CXCR4;EPAS1;ISL1;MFNG;NEUROG3;NKX2-2;ONECUT1;PDX1;PTF1A;RGS16;RPL23A;SOX9;YAP1
CellMarker2	CD8+ recently activated effector memory or effector T cell (CTL)	14	14	14	1.0	CD3E;CD4;CD8A;CD8B;CX3CR1;EOMES;FCGR3A;FGFBP2;GZMH;KLRG1;PRF1;S1PR1;S1PR5;TBX21
CellMarker2	Central memory CD8+ T cell	14	14	14	1.0	CCR7;CD27;CD44;CD8A;IL7R;LEF1;MAL;MYC;NOSIP;RCAN3;SELL;SOCS3;TCF7;TSHZ2
CellMarker2	Foxp3+ regulatory T cell	14	14	14	1.0	CD3D;CD4;CD40LG;CD69;CTLA4;FOXP3;GZMA;GZMH;GZMK;IFNG;IL2RA;LAIR2;TIGIT;TNFRSF18
CellMarker2	Immature B cell	14	14	14	1.0	CD19;CD24;CD38;CD5;CD74;CD79A;CD83;FCER2;HLA-DPB1;HLA-DRA;HLA-DRB1;MME;PAX5;TCL1A
CellMarker2	Interstitial cell	14	14	14	1.0	COL1A1;COL3A1;DECR1;FGF7;MEIS1;MOXD1;NUPR1;PDGFRA;PRSS23;RPS12;SFRP1;SULT1E1;TAGLN;VIM
CellMarker2	Intestinal stem cell	14	14	14	1.0	ALCAM;ASCL2;BMI1;BMPR1A;CD24;CD44;DCLK1;EPHB2;LGR5;MYC;OLFM4;RGMB;SLC12A2;SOX9
CellMarker2	Lake et al.Science.Ex1	14	14	14	1.0	CCDC88C;CDH9;GNAL;GPR83;GREB1L;HPCAL1;JAG1;LAMP5;MDGA1;MN1;NECAB2;PCDH8;PDGFD;SERPINE2
CellMarker2	Proliferative cell	14	14	14	1.0	ARID1A;CCND1;CDKN2A;CENPF;H4C3;HMGB2;MKI67;PCNA;RBP4;RPL22;RPL35;RPS3A;SNRPD2;TOP2A
CellMarker2	Suppressive regulatory T cell	14	14	14	1.0	CCR8;CTLA4;CXCL13;ENTPD1;FOXP3;ICOS;IL2RA;LAYN;PCLAF;TIGIT;TNFRSF18;TNFRSF4;TNFRSF9;TYMS
CellMarker2	Trophoblast cell	14	14	14	1.0	CCNB1;CDX2;CEACAM1;CGB3;ELF5;GATA3;HLA-G;ITGA2;ITGA6;ITGB4;KRT17;KRT23;KRT7;TFAP2C
PanglaoDB	Follicular cells	14	14	14	1.0	ASGR1;CDH16;DIO1;FOXE1;IYD;KCNIP3;PRLR;SLC16A11;SLC26A7;SLC6A4;TG;TPO;TSHR;TTF1
PanglaoDB	Parietal cells	14	14	14	1.0	AQP4;ASAP3;ATP4B;BMI1;CD24;HAMP;HDC;HIP1R;KCNE2;KCNQ1;PODXL;PTCH1;SHH;SLC12A6
PanglaoDB	Radial glia cells	14	14	14	1.0	AXIN2;CDH4;EMX2;GFAP;GLI3;HES5;NOTCH3;OLIG2;PAX6;PDGFD;RIIAD1;SLC1A3;SPRY1;VCAM1
CellMarker2	Activated memory B cell	13	13	13	1.0	AICDA;CD27;CD86;DHRS9;FCER1G;FCRL4;HES4;ITGAX;KREMEN2;POU4F1;STAC3;TBX21;ZEB2
CellMarker2	Artery cell	13	13	13	1.0	ARL15;CXCR4;DLL4;EGR1;ELN;GJA4;GJA5;HEY1;IGFBP3;ITGA2;ITGB4;NOTCH4;SEMA3G
CellMarker2	Blood cell	13	13	13	1.0	ALAS2;CD74;GRIPAP1;HBG1;KCND1;LYZ;MPO;NLRP3;OTUD5;PIM2;PQBP1;SLC35A2;TIMM17B
CellMarker2	Central memory CD4+ T cell	13	13	13	1.0	CCR7;CD27;CD4;CD69;LEF1;LRRN3;MAL;MYC;NOSIP;SELL;SOCS3;TCF7;TSHZ2
CellMarker2	Dendritic cell progenitor	13	13	13	1.0	AXL;CD22;CD33;CD34;CLEC4C;CSF1R;CSF2RA;CX3CR1;FLT3;IL3RA;KIT;SIGLEC1;SIGLEC6
CellMarker2	Effector CD8 T cell	13	13	13	1.0	CCL5;CCR7;CD3D;CD3G;CD8A;CX3CR1;FGFBP2;GZMA;GZMB;GZMH;GZMK;NKG7;ZEB2
CellMarker2	Effector CD8+ T cell	13	13	13	1.0	CCR7;CD3D;CD3E;CD8A;CX3CR1;DUSP2;GNLY;GPR183;GZMB;GZMK;PRDM1;PRF1;S100A4
CellMarker2	Endothelial progenitor cell	13	13	13	1.0	BST1;CD34;CD36;FLT3;GDF15;KDR;KIT;MCAM;NANOG;PECAM1;PROM1;PTPRC;THY1
CellMarker2	Lake et al.Science.Ex4	13	13	13	1.0	ANXA1;COL6A1;CXXC4;GABRG1;HS3ST3B1;LYPD6B;NEUROD6;PAPSS2;PCDH20;PLCXD2;PLCXD3;TNNT2;TSHZ2
CellMarker2	Lake et al.Science.In3	13	13	13	1.0	AHRR;CRIM1;EMID1;EXPH5;IGFBP5;KMO;PREX1;RYR3;SCTR;SHISA8;SLC12A7;SLC6A11;SYT2
CellMarker2	Myeloid conventional dendritic cell	13	13	13	1.0	BTLA;CADM1;CD1C;CD2;CD226;CLEC10A;CLEC4A;CLEC9A;DPP4;LILRA2;SIRPA;THBD;XCR1
CellMarker2	Myoepithelial cell	13	13	13	1.0	ACTA2;BHLHE40;CD44;ITGB1;KRT14;KRT5;MME;MYH11;MYLK;RPE65;S100A1;SMN1;TPM2
CellMarker2	Naive CD4 T cell	13	13	13	1.0	CCR7;CD3D;CD3G;CD4;LEF1;LTB;MAL;MYC;NOSIP;SELL;SOCS3;TCF7;TSHZ2
CellMarker2	Naive human pluripotent stem cell	13	13	13	1.0	ADGRG2;CD53;CD7;F11R;F3;FOLR1;IL6R;IL6ST;KLF17;KLF4;PVR;SUSD2;TFCP2L1
CellMarker2	Non-classical monocyte	13	13	13	1.0	CD14;CD33;CDKN1C;CEACAM8;CSF1R;CX3CR1;FCGR3A;FCN1;FUT4;IL3RA;LYZ;PTPRC;SECISBP2L
CellMarker2	Radial glial cell	13	13	13	1.0	FABP7;FAM107A;GFAP;GLI3;HES1;HES5;HOPX;NES;PAX6;SLC1A3;SOX2;TNC;VIM
CellMarker2	Sinusoidal endothelial cell	13	13	13	1.0	CLEC1B;CLEC4G;CLEC4M;DNASE1L3;F8;FCGR2B;FCN2;FCN3;GPR182;LYVE1;MRC1;OIT3;STAB2
PanglaoDB	Motor neurons	13	13	13	1.0	CHAT;EN1;EVX1;EVX2;FGF1;ISL1;ISL2;LHX3;MNX1;NGFR;NKX6-1;SIM1;VSX2
PanglaoDB	Retinal progenitor cells	13	13	13	1.0	CALB2;HES1;LGR5;MSI1;NEFH;NOTCH1;PAX6;RAX;RHO;SAG;SIX3;SIX6;SOX9
PanglaoDB	T follicular helper cells	13	13	13	1.0	BCL6;CD200;CD3D;CD4;CD40LG;CD84;CXCR5;ICOS;IL6R;P2RX7;PDCD1;SLAMF1;TNFSF4
PanglaoDB	Undefined placental cells	13	13	13	1.0	BATF3;DIO3;DKKL1;DUSP9;H19;KRT23;LAS1L;LDOC1;MBNL3;PHLDA2;PRSS8;SCT;TFRC
CellMarker2	Activated B cell	13	12	12	1.0	CD19;CD27;CD38;CD5;CD69;CD74;CD79A;CD86;FCRL5;MS4A1;TAGLN2;TFRC
CellMarker2	Activated CD8+ T cell	12	12	12	1.0	CCL5;CD38;CD3D;CD3E;CD44;CD8A;CD8B;GZMB;GZMH;IFNG;NKG7;PTPRC
CellMarker2	Antibody-secreting cell	12	12	12	1.0	CD19;CD27;CD38;CD81;ENTPD1;IL6ST;MZB1;PRDM1;SDC1;SELL;TFRC;XBP1
CellMarker2	Antigen-presenting cell	12	12	12	1.0	CD207;CD40;CD80;CD83;CD86;FCER1A;HLA-DPB1;HLA-DQA1;HLA-DRA;HLA-DRB1;MS4A7;PTPRC
CellMarker2	CD4+ recently activated effector memory or effector T cell (CTL)	12	12	12	1.0	CD3E;CD4;CTSW;CX3CR1;GNLY;GZMH;KLRG1;NKG7;PRF1;S1PR1;S1PR5;TBX21
CellMarker2	Developing nephron	12	12	12	1.0	ALDOB;ATP6V1B1;CITED1;CLCNKA;GLYAT;GPX3;KRT7;PAX2;S100P;SIX1;SLC12A1;UPK1A
CellMarker2	Epithelial progenitor cell	12	12	12	1.0	ABCG2;CD24;CD44;CDH1;CEACAM6;EPCAM;IGFBP5;KRT18;KRT19;KRT8;PODXL;TP63
CellMarker2	GZMB+ T cell	12	12	12	1.0	CD3D;CD69;CD8A;CD8B;GZMA;GZMB;GZMH;GZMK;IFNG;IL10RA;LAG3;LAIR2
CellMarker2	Luminal progenitor cell	12	12	12	1.0	ALDH1A3;CD24;CD44;EZH2;GABRP;ITGA6;KIT;KRT19;KRT5;PROM1;SLPI;TNFRSF11A
CellMarker2	MKI67+ T cell	12	12	12	1.0	CD3D;CD69;CD8A;CD8B;GZMA;GZMB;GZMH;GZMK;IFNG;LAG3;MKI67;TOP2A
CellMarker2	Mononuclear phagocyte	12	12	12	1.0	CD1C;CD74;CTSB;CTSH;CTSL;CTSS;CTSZ;FTL;HLA-DRA;HLA-DRB1;LGALS1;LYZ
CellMarker2	Neural tube cell	12	12	12	1.0	ABCG2;B3GAT1;CD81;CXCR4;FAS;FUT4;FZD9;ITGA6;MCAM;NGFR;NOTCH1;TLR8
CellMarker2	Spermatogonial stem cell	12	12	12	1.0	ADGRA3;BCL6;DDX4;ETV5;FGFR3;GFRA1;ID4;ITGA6;SALL4;THY1;UCHL1;UTF1
CellMarker2	Urine-derived stem cell	12	12	12	1.0	CD14;CD24;CD34;CD44;ITGB1;KIT;MCAM;NT5E;PECAM1;PROM1;PTPRC;THY1
PanglaoDB	Ciliated cells	15	12	12	1.0	APPL2;CCDC17;CCDC181;CCDC39;CYP2S1;FAM161A;FOXJ1;LRRC23;SCGB1A1;SEC14L3;TMEM212;TUBB4B
PanglaoDB	Enterochromaffin cells	12	12	12	1.0	ADGRG4;ADM;AFP;CRH;FGF1;GJB1;LMX1A;PIEZO2;REG4;SLC18A1;TPH1;TRPA1
PanglaoDB	Nuocytes	12	12	12	1.0	ARG1;BCL11B;CRLF2;GATA3;ICOS;IL13;IL17RB;IL1RL1;IL5;IL7R;PTGDS;RORA
PanglaoDB	Red pulp macrophages	12	12	12	1.0	ADGRE1;CCR3;CD86;HMOX1;MERTK;NR1H3;SIGLEC1;SLC11A1;SLC40A1;SPIC;TREML4;VCAM1
CellMarker2	AXL+ SIGLEC6+ dendritic cell	11	11	11	1.0	AXL;BCL11A;CD2;CD5;CX3CR1;IL3RA;KLF12;LYZ;SIGLEC1;SIGLEC6;TCF4
CellMarker2	Adenocarcinoma stem-like cell	12	11	11	1.0	CBLN4;CPLX2;CST2;FAM83A;HSPA6;OR8B3;S100A8;S100A9;SLC22A3;TLL1;UNC5C
CellMarker2	Bipolar cell	11	11	11	1.0	CAMK2B;GRM6;NETO1;OTX2;PCP2;PRKCA;RCVRN;TMEM215;TRPM1;VSX1;VSX2
CellMarker2	Cone cell	11	11	11	1.0	ARR3;GNAT2;GNGT2;GUCA1A;GUCA1B;GUCA1C;OPN1LW;OPN1MW;OPN1SW;PDE6C;PDE6H
